"FIPS","5YearPctChange"
"19001",11.9632776415578
"19003",27.7957191137814
"19005",14.337063018146
"19007",21.9939164442237
"19009",28.3966433924796
"19011",19.8268044976424
"19013",12.6043360433604
"19015",19.716248627993
"19017",11.9797836215747
"19019",16.388161868331
"19021",13.4899208063355
"19023",18.3136787607347
"19025",16.8860039125022
"19027",14.4013059833913
"19029",17.7231005814792
"19031",18.6811641749074
"19033",16.5008674264883
"19035",10.7515415642821
"19037",19.0683646112601
"19039",22.1911522191152
"19041",15.5433400336383
"19043",15.3213335807509
"19045",17.327852004111
"19047",15.7670110092633
"19049",12.4541988970724
"19051",6.94265562710824
"19053",16.8331092759746
"19055",13.2731784344688
"19057",7.97669536906139
"19059",16.7219902202234
"19061",16.1405222187114
"19063",19.5604619219617
"19065",18.8114297294559
"19067",20.4781178851505
"19069",25.8321653819201
"19071",26.7405992949471
"19073",20.1824180089268
"19075",12.0296831127156
"19077",17.743571649098
"19079",16.3973080512846
"19081",20.5483720205639
"19083",12.3905723905724
"19085",20.876411299044
"19087",13.3106104200788
"19089",22.324678476098
"19091",15.7144142522944
"19093",5.47823511992893
"19095",19.9227001033661
"19097",19.8881917631918
"19099",19.7679378892586
"19101",14.0488611125458
"19103",12.7516955638245
"19105",21.9187926697808
"19107",19.7431781701445
"19109",5.19589709097024
"19111",16.0295930949445
"19113",17.6842053932804
"19115",12.3525135603646
"19117",18.5052600818235
"19119",12.3166332665331
"19121",16.8375332602911
"19123",17.4453563012919
"19125",19.6928934010152
"19127",19.9097107057306
"19129",28.4113645458184
"19131",26.6344488009483
"19133",14.6692465836256
"19135",19.9649850862404
"19137",20.217698044749
"19139",17.6891851754068
"19141",16.6687777074097
"19143",13.2602893664841
"19145",22.6771481602795
"19147",16.890264877881
"19149",17.6573304463226
"19151",9.82680961745861
"19153",19.2519564552092
"19155",24.4779470729751
"19157",18.7448275862069
"19159",17.994276968124
"19161",13.3510263770785
"19163",15.8144240497182
"19165",23.0182407091715
"19167",16.8785353688948
"19169",15.2693454992104
"19171",14.1294783155248
"19173",17.5276889913031
"19175",15.2337858220211
"19177",26.1593912695234
"19179",16.4357682619647
"19181",15.5152859339164
"19183",16.1758042591753
"19185",15.9353189136894
"19187",17.4185955276579
"19189",23.3242455579581
"19191",14.5337440492859
"19193",22.7799227799228
"19195",18.3987972185679
"19197",17.1868409953606
